agency,description,name,price
Keller Williams Realty Professional Partners,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,503'}",29706 N 255th Avenue Metes & Bounds,"$875,000"
Realty Executives,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,374'}",10433 N 115th Drive Agua Fria Ranch Phase 4,"$545,000"
Iannelli And Associates,"{'Beds': '3', 'Baths': '1 F 1 3/4 1 1/2', 'Sq.Ft.': '2,631'}",5297 Vista Overlook Trl Granite Dells Estates Phase 1A,"$885,000"
Realty Executives Arizona Territory,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,030'}",1461 W Snow Creek Trail Snow Creek Unit 2,"$749,000"
Homesmart,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,493'}",56444 N Vulture Mine Road 12.4 Acres,"$1,999,000"
Your Home Sold Guaranteed Realty Az,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,199'}",29415 N 259th Avenue None,"$850,000"
Lgi Homes,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,486'}",11508 W Arron Drive Ridgeview,"$511,900"
Realty Executives Az Territory,"{'Beds': '3', 'Baths': '1 F 2 3/4', 'Sq.Ft.': '2,100'}",4978 Pitaya Ct Yavapai Hills,"$579,000"
Keller Williams Realty Professional Partners,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,559'}",12950 W Quinto Drive Corte Bella Country Club Calle Real At Unit K,"$677,000"
Realty Executives Arizona Territory,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,307'}",1791 W Snow Creek Loop Snow Creek Unit 1,"$745,000"
My Home Group Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,462'}",35245 S Turtle Creek Road No,"$1,699,000"
West Usa Realty,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '3,198'}",22409 W Max Drive Trail Of Light,"$849,900"
Dpr Realty Llc,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,714'}",11602 W Carol Avenue Agua Fria Ranch Phase 2,"$485,000"
Hague Partners,"{'Beds': '3', 'Baths': '2 F 1 3/4', 'Sq.Ft.': '2,762'}",2064 W View Point Rd Rancho Vista Hills Unit 2,"$735,000"
Home Realty,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,933'}",15224 W Domingo Lane Sun City West Unit 58,"$665,000"
Long Realty Covey Luxury Properties,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,189'}",351 N Madrone Lane Trailhead At Torreon,"$739,900"
Platinum Living Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '4,205'}",2500 Lupine Lane Three Crosses Subdivision,"$1,450,000"
Homesmart,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,067'}",24548 W Desert Vista Trail Patton Place Estates Unit 1 Amd,"$849,000"
Lgi Homes,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,165'}",11537 W Arron Drive Ridgeview,"$481,900"
Rent Right,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,795'}",6170 Harvest Moon Ave Antelope Crossing Phase 2,"$520,000"
Homesmart,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,559'}",22917 N Pedregosa Drive Corte Bella Country Club,"$659,900"
West Usa Realty,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,751'}",6993 Angel Way Linden Unsub,"$699,500"
My Home Group Real Estate,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,340'}",55606 N Vulture Mine Road None,"$1,350,000"
Your Home Sold Guaranteed Realty Az,"{'Beds': '5', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '3,056'}",24516 W Red Robin Drive Patton Place Estates Unit 1 Amd,"$835,000"
Lgi Homes,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,795'}",11524 W Camden Drive Ridgeview,"$449,900"
Redfin,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,664'}",1420 Valley Ranch Circle Hidden Valley Ranch Phase 2,"$769,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '4,751'}",30 Navajo Trail Highland Estates 1-2,"$2,695,000"
West Usa Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,366'}",19615 N 132nd Avenue Sun City West Unit 3,"$659,000"
Keller Williams Integrity First,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,875'}",20820 W Creosote Lane N/A,"$1,250,000"
Lgi Homes,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,795'}",11500 W Camden Drive Ridgeview,"$447,900"
Pmi Northern Arizona,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '900'}",1694 White Oak Circle Granite Shadows Estates,"$195,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,922'}",60 Pinon Shadows Circle Rim Shadows,"$2,695,000"
Home Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,904'}",22704 N Arrellaga Drive Corte Bella Country Club Unit H,"$650,000"
Jason Mitchell Real Estate,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '2,836'}",32XXX S State Route 89 Highway None,"$1,250,000"
Lgi Homes,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,795'}",11555 W Arron Drive Ridgeview,"$447,900"
Better Homes And Gardens Real Estate Bloomtree Realty,"{'Beds': '3', 'Baths': '1 F 1 1/2', 'Sq.Ft.': '1,227'}",1138 S Corral Dr Hassayampa Mountain Club,"$489,000"
RE/MAX Sedona,"{'Beds': '4', 'Baths': '6', 'Sq.Ft.': '4,014'}",45 Russet Ridge Place Cross Creek Ranch,"$2,650,000"
Rethink Real Estate,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,362'}",12840 W Santa Ynez Drive Corte Bella Country Club,"$640,000"
Jason Mitchell Real Estate,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '2,836'}",35XXX S State Route 89 Highway None,"$1,250,000"
Homesmart,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,246'}",11629 W Cinnabar Avenue Agua Fria Ranch Phase 3,"$440,000"
Success Property Brokers,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,500'}",9975 S Short Pine Trl  ,"$425,000"
Realty Executives,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,224'}",1026 E Park Ridge Drive Jordan Park Ridge,"$2,595,000"
RE/MAX Sedona,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,018'}",45 Shadow Rock Drive Shadow Rock,"$2,450,000"
Exp Realty,"{'Beds': '3', 'Baths': '1 F 1 1/2', 'Sq.Ft.': '2,694'}",12518 W Skylark Drive Sun City West Unit 16,"$619,900"
Hague Partners,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,631'}",10322 E Coopers Hawk Drive Sun Lakes Unit Thirty-One,"$599,000"
West Usa Realty,"{'Beds': '6', 'Baths': '7', 'Sq.Ft.': '6,142'}",6521 N Citrus Road N/A,"$2,689,000"
Platinum Living Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,248'}",180 E Amaranth Drive None,"$1,250,000"
The Noble Agency,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,375'}",11570 W Schleifer Drive Agua Fria Ranch,"$435,000"
Exp Realty,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '3,624'}",240 Casitas Court Under 5 Acres,"$2,350,000"
Homesmart,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,443'}",21819 N Las Positas Court Corte Bella Country Club Phase 1 Unit 1,"$619,000"
"Cactus Mountain Properties, Llc","{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,972'}",10418 E Spring Creek Road Sun Lakes,"$595,000"
Realty One Group,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '3,960'}",19312 W Puget Avenue Sonoran Ridge Estates Unit 1,"$1,745,000"
Lgi Homes,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,540'}",11518 W Camden Drive Ridgeview,"$421,900"
Russ Lyon Sotheby's International Realty,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,879'}",302 Calle Linda Casa Contenta 1 & 2,"$2,100,000"
Retsy,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '8,704'}",8015 N 74th Place Paradise Valley Farms,"$12,500,000"
Home Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,756'}",12822 W Castlebar Drive Sun City West Unit 18,"$609,900"
Keller Williams Realty Phoenix,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,905'}",26206 S Greencastle Drive Sun Lakes 17,"$594,000"
Comfort Realty,"{'Beds': '6', 'Baths': '6', 'Sq.Ft.': '4,735'}",10220 N 175th Avenue Metes & Bounds,"$1,550,000"
Best Homes Real Estate,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,246'}",11570 W Longley Lane Agua Fria Ranch Phase 4,"$399,000"
Libertas Real Estate,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,608'}",17602 N Lime Rock Drive Sun City 54,"$529,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '4,179'}",227 Les Springs Drive Les Springs,"$1,750,000"
The Agency,"{'Beds': '5', 'Baths': '11', 'Sq.Ft.': '5,950'}",8185 E Alameda Road Tbd,"$12,000,000"
Exp Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,471'}",12618 W Paintbrush Drive Sun City West Unit 17,"$599,000"
,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,997'}",10019 E Nacoma Court Sun Lakes Unit 30 (Oakwood),"$589,000"
Homesmart,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '3,462'}","6444 N 181st Avenue Romola 46 Blks 4900-4907, 4924-4937, 4954-4961","$1,300,000"
Engel & Volkers Gilbert,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,798'}",11604 N 114th Avenue Youngtown Plat 2 Lots 131-203 & Tr D,"$384,999"
Homesmart,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,092'}",16017 N 109th Avenue Sun City Manor,"$527,000"
Exp Realty,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,116'}",40 Pinewood Drive Oak Creek Knolls,"$1,700,000"
Hague Partners,"{'Beds': '11', 'Baths': '12', 'Sq.Ft.': '20,211'}",9333 E Happy Valley Road W2 E2 N2 Nw4 Ne4 Ex N 55F,"$12,000,000"
Coldwell Banker Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,246'}",22514 N Sonora Lane Sun City West,"$595,300"
Keller Williams Integrity First,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,332'}",25609 S Nottingham Drive Sun Lakes 25 Lot 1-162 Tr A-E,"$585,000"
Jason Mitchell Real Estate,"{'Beds': '5', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,987'}",18221 W North Court Cortessa,"$1,199,000"
My Home Group Real Estate,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,975'}",10926 W Meade Drive Sun City Unit 23,"$510,000"
Keller Williams Realty East Valley,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '3,298'}",30 Granite Mountain Road La Barranca Ii,"$1,675,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '5', 'Baths': '7', 'Sq.Ft.': '8,470'}",22805 N Church Road Pinnacle Peak Heights,"$11,500,000"
My Home Group Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,557'}",12311 W Tigerseye Drive Sun City West Unit 21,"$595,000"
Jamal Abdallah,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,668'}",10915 E Chestnut Drive Sun Lakes 24 Lot 1-160 Tr A-C,"$585,000"
Homesmart,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '3,370'}",15833 W Camden Court Twelve Oaks Estates,"$1,100,000"
Hague Partners,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,466'}",21924 N 119th Drive Rio Sierra Amd,"$500,000"
Hague Partners,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,491'}",3060 Thunder Mountain Road Thunder Mountain Ranch,"$1,650,000"
Retsy,"{'Beds': '4', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '7,100'}",10110 E Siesta Lane Silverleaf,"$10,000,000"
Realty One Group,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,050'}",10701 E Voax Drive Sun Lakes 28,"$584,900"
Jason Mitchell Real Estate,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,767'}",10104 N 175th Avenue N/A,"$1,099,000"
Coldwell Banker Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,924'}",10352 W Talisman Road Sun City Unit 21,"$499,000"
Long Realty Company,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,869'}",12152 S Wild Rabbit Run Rd Vail Vista Estates (1-58),"$460,000"
Coldwell Banker Realty,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '4,478'}",202 El Camino Tesoros Foothills South Unit 2,"$1,600,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '5', 'Baths': '7', 'Sq.Ft.': '7,718'}",9204 E Grapevine Pass Desert Mountain,"$9,996,000"
Mountain Lake Realty,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,329'}",26006 S Brentwood Drive Sun Lakes Unit 12,"$580,000"
West Usa Realty,"{'Beds': '5', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '3,571'}",6214 N 186th Avenue Clearwater Farms Estates,"$1,049,999"
Award Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,654'}",10724 W Sierra Pinta Drive Four Seasons At Ventana Lakes,"$497,000"
Vail Realty,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,744'}",13800 E Sage Hills Dr Rancho Del Lago (541-607),"$740,000"
Sonoran Properties Associates,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,186'}",17552 E Desert Vista Trail Trilogy At Verde River,"$1,450,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '5', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '8,251'}",38300 N 102nd Street Desert Mountain,"$9,950,000"
Realty One Group,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,159'}",25829 S Cloverland Drive Sun Lakes 21,"$579,000"
Exp Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,739'}",16127 W Camden Avenue Twelve Oaks Estates,"$1,025,000"
Keller Williams Integrity First,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,553'}",16621 N Lakeforest Drive Sun City 32A,"$489,900"
Jason Mitchell Group,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,873'}",10591 S Varner Dr  ,"$369,000"
Tonto Verde Realty,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '3,110'}",27113 N Palo Fiero Road Tonto Verde Unit Three,"$1,399,000"
Arizona Best Real Estate,"{'Beds': '6', 'Baths': '7 F 1 1/2', 'Sq.Ft.': '8,299'}",26446 N 119th Street Cantabrica,"$9,750,000"
Berkshire Hathaway Homeservices Arizona Properties,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,123'}",10302 E Coopers Hawk Drive Sun Lakes Unit Thirty-One,"$569,000"
Coldwell Banker Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,012'}",10226 N 171st Drive N/A,"$965,000"
Desert Dream Realty,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,393'}",9305 W Briarwood Circle Sun City 31A,"$485,000"
Tierra Antigua Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,917'}",10490 E Bishop Ln Santa Rita Shadows (1-50),"$383,400"
Tonto Verde Realty,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,433'}",16810 E Roy Rogers Road Rio Verde Foot Hills,"$1,390,000"
Silverleaf Realty,"{'Beds': '7', 'Baths': '8 F 1 1/2', 'Sq.Ft.': '10,204'}",24546 N 91st Street Prado Estates,"$9,495,000"
West Usa Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,641'}",26026 S Hollygreen Drive Sun Lakes 21,"$559,900"
Realty One Group,"{'Beds': '5', 'Baths': '2', 'Sq.Ft.': '2,670'}","6644 N Citrus Road Romola 46 Blks 4900-4907, 4924-4937, 4954-4961","$949,900"
West Usa Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,889'}",10710 W Tropicana Circle Sun City Unit 11,"$479,000"
Long Realty Company,"{'Beds': '5', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,291'}",9068 E Mesquite View Place Sycamore Hills Est. (1-82),"$1,249,500"
Keller Williams Arizona Realty,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,415'}",18245 E Massai Point Drive Verde River Phase 6 Unit 6A,"$1,380,069"
Russ Lyon Sotheby's International Realty,"{'Beds': '5', 'Baths': '7', 'Sq.Ft.': '6,800'}",22803 N Via Ventosa Drive Canyon Heights,"$9,300,000"
Homesmart,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,922'}",25825 S Foxglenn Drive Sun Lakes 21,"$550,000"
Coldwell Banker Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,391'}",8331 N 172nd Lane Granite Vista Phase 1D,"$875,000"
My Home Group Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,197'}",10268 N 109th Avenue Sun City Unit 6C,"$460,000"
Del Lago Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,968'}",10171 S Tea Wagon Way Del Webb At Rancho Del Lago Phase II Sq20112850077,"$420,000"
Keller Williams Arizona Realty,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,166'}",28441 N Camel Rock Court Verde River Phase 6 Unit 6A,"$1,370,288"
"Pcd Realty, Llc","{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,897'}",2032 W Phillips Road Final Plat San Tan Heights Parcels D1 And D2,"$1,099,990"
Russ Lyon Sotheby's International Realty,"{'Beds': '5', 'Baths': '6 F 1 1/2', 'Sq.Ft.': '8,000'}",38824 N Charles Blair Macdonald Road Lone Mountain,"$8,999,000"
Realty One Group,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,627'}",16104 N 109th Lane Sun City Manor,"$460,000"
My Home Group Real Estate,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,653'}",15812 N 109th Lane Sun City Manor,"$460,000"
Kenneth W Zablotny,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,245'}",16311 S Creosote View Ln Sycamore Hills Est. (1-82),"$859,900"
Realty One Group,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,618'}",19110 E Tonto Verde Drive Tonto Verde,"$1,349,900"
Hague Partners,"{'Beds': '6', 'Baths': '3', 'Sq.Ft.': '2,952'}",34795 N Peace Pipe Place Santan Ranches Unit 3,"$1,049,000"
Walt Danley Local Luxury Christie's International Real Estate,"{'Beds': '6', 'Baths': '7 F 1 1/2', 'Sq.Ft.': '8,387'}",10225 E Journey Lane Silverleaf,"$8,750,000"
Realty Executives Arizona Terr,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,385'}",18720 S Houghton Rd Ocotillo Preserve (1-42),"$824,700"
Realty One Group,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,090'}",27808 N Desierto Drive Tonto Verde Golf Club Community,"$1,300,000"
Hague Partners,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,392'}",1333 E Copper Hollow Encanterra,"$1,034,500"
Realty Executives Arizona Territory,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,776'}",17542 S Garden Sage Loop Sycamore Canyon (1-485),"$349,900"
Prescott Luxury Realty & Investments,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,313'}",19013 E Reata Lane Rio Verde Unit Ten Lot 1176-1271 Tr A1-A6 B1 D-G,"$1,295,000"
"Cactus Mountain Properties, Llc","{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '2,969'}",315 W Weld Street Whitewing At San Tan Magma,"$999,000"
Realty Executives Arizona Territory,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,358'}",17466 E Zoo Stage Rd  ,"$399,900"
Exp Realty,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,186'}",17709 E Fort Verde Road Trilogy At Verde River,"$1,295,000"
Century 21 Arizona Foothills,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,703'}",27964 N Cindy Lane N/A,"$975,000"
Coldwell Banker Realty,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,897'}",766 S Harry P. Stagg Dr New Tucson No.2 (1-201),"$439,900"
Exp Realty,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,441'}",17813 E Bear Wallow Way Trilogy At Verde River,"$1,275,000"
Homesmart,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,039'}",30046 N Varnum Road San Tan Ranches Unit 2,"$950,000"
Keller Williams Southern Arizona,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,234'}",13204 E Mesquite Flat Spring Dr Rancho Del Lago (608-1030),"$379,900"
Entera Realty Llc,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,650'}",18618 E Poco Rio Drive Rio Verde 6,"$1,250,000"
Keller Williams Integrity First,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,617'}",1303 E Copper Hollow Encanterra Cc,"$920,000"
Turner International Real Estate,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,864'}",26607 N Avenida Del Ray Rio Verde Unit 6-A,"$1,200,000"
Corvelo Real Estate,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,016'}",273 W Dundy Street Whitewing At San Tan Magma,"$915,000"
Long Realty Company,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,329'}",10510 N Shannon Rd Unsubdivided,"$950,000"
Realty One Group,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,930'}",4128 E Weston Lane That Portion Of Parcel No. 11 Of Sun Valley Farms,"$900,000"
Keller Williams Southern Arizona,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,603'}",10601 E Breckinridge Dr Saguaro Canyon (101-198),"$320,000"
The Agency,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,967'}",35602 N Sunset Trail Encanterra Shea Homes At Johnson Farms Neighborhood 5A 201504,"$899,900"
Keller Williams Southern Arizona,"{'Beds': '3', 'Baths': '1 F 1 1/2', 'Sq.Ft.': '1,280'}",11550 S Sierrita Mountain Rd  ,"$188,000"
Keller Williams Integrity First,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,907'}",757 W Magma Road Bonanza Highlands,"$899,900"
Realty Executives Arizona Territory,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '952'}",4131 E 27th St Alvernon Heights Addition,"$279,000"
Mco Realty,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,617'}",36890 N Stoneware Drive Encanterra,"$875,000"
Cxt Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,591'}",8298 N Morning Willow Ct Willow Ridge Commons (1-155),"$519,000"
Realty Executives Arizona Territory,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,151'}",6711 S Plaza Del Perdiz Las Palomas,"$255,000"
Realty Executives Arizona Territory,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,845'}",8890 N Sky Dancer Circle Hardydale(1-22),"$501,000"
Realty Executives Arizona Territory,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,917'}",8817 N Sky Dancer Circle Hardydale(1-22),"$501,000"
Realty Executives Arizona Territory,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '1,917'}",8862 N Sky Dancer Ci Circle  ,"$519,000"
Realty Executives Arizona Terr,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,307'}",10164 E Falcon Point Dr Austin Point (1-198),"$440,000"
Homesmart Advantage Group,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,450'}",7009 E Calle Osito Terra Del Sol,"$314,987"
Long Realty Company,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,421'}",5200 N Camino Antonio 6 Quintana In The Catalina Foothills,"$2,894,000"
Exp Realty,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,776'}",21108 W Caravaggio Lane Na,"$834,500"
A.Z. & Associates,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,760'}",28410 N Crozier Road N/A,"$777,000"
Caruso Real Estate,"{'Beds': '5', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,198'}",22416 W Bob White Way Way Surprise Estates,"$746,050"
"Decker And Associates Realty, Llc","{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,806'}",22636 W Desert Vista Trail Tribley View Estates 2.12 Acres,"$744,800"
Caruso Real Estate,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,802'}",29524 N 223rd Drive Surprise Estates,"$744,000"
Caruso Real Estate,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,186'}",22334 W Bobwhite Way Surprise Estates,"$736,050"
Redfin Corporation,"{'Beds': '6', 'Baths': '4', 'Sq.Ft.': '5,760'}",35203 W Indian School Road None,"$3,150,000"
Caruso Real Estate,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,802'}",29618 N 223rd Drive Surprise Estates,"$735,000"
Exp Realty,"{'Beds': '7', 'Baths': '6', 'Sq.Ft.': '4,580'}",35729 W Redondo Drive Unknown,"$1,499,999"
Homesmart,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,140'}",28920 N Redbloom Court Patton Place Estates,"$695,000"
Homesmart,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '3,211'}",20305 W Peak View Road Wittmann,"$689,900"
Superlative Realty,"{'Beds': '6', 'Baths': '6 F 1 1/2', 'Sq.Ft.': '5,020'}",39410 W Avalon Drive West Phoenix Estates Unit 7,"$800,000"
Delex Realty,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '3,474'}",5427 N 377 Avenue Coyote Ridge Lot 69,"$750,000"
Caruso Real Estate,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,526'}",22313 W Bobwhite Way Surprise Estates,"$675,050"
Realty One Group,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,800'}",6132 N 416th Avenue West Phoenix Estates Unit 6,"$710,000"
